"Eurasian siskin, Spinus spinus (A) LC"
"Pine siskin, Spinus pinus LC"
"Lesser goldfinch, Spinus psaltria LC"
"Lawrence's goldfinch, Spinus lawrencei LC"
"American goldfinch, Spinus tristis LC"
"Island canary, Serinus canaria (I) LC"
"Red siskin, Spinus cucullata (Puerto Rico) (I) EN"
"Lapland longspur, Calcarius lapponicus LC"
"Chestnut-collared longspur, Calcarius ornatus VU"
"Smith's longspur, Calcarius pictus LC"
"Thick-billed longspur, Rhynchophanes mccownii LC"
"Snow bunting, Plectrophenax nivalis LC"
"McKay's bunting, Plectrophenax hyperboreus (EM)[24] LC"
"Pine bunting, Emberiza leucocephalos (A) LC"
"Yellow-browed bunting, Emberiza chrysophrys (A) LC"
"Little bunting, Emberiza pusilla (C) LC"
"Rustic bunting, Emberiza rustica (A) VU"
"Yellow-throated bunting, Emberiza elegans (A) LC"
"Yellow-breasted bunting, Emberiza aureola (A) CR"
"Gray bunting, Emberiza variabilis (A) LC"
"Pallas's bunting, Emberiza pallasi (A) LC"
"Reed bunting, Emberiza schoeniclus (C) LC"
"Rufous-winged sparrow, Peucaea carpalis LC"
"Botteri's sparrow, Peucaea botterii LC"
"Cassin's sparrow, Peucaea cassinii LC"
"Bachman's sparrow, Peucaea aestivalis (EM) NT"
"Grasshopper sparrow, Ammodramus savannarum LC"
"Olive sparrow, Arremonops rufivirgatus LC"
"Five-striped sparrow, Amphispizopsis quinquestriata LC"
"Black-throated sparrow, Amphispiza bilineata LC"
"Lark sparrow, Chondestes grammacus LC"
"Lark bunting, Calamospiza melanocorys LC"
"Chipping sparrow, Spizella passerina LC"
"Clay-colored sparrow, Spizella pallida LC"
"Black-chinned sparrow, Spizella atrogularis LC"
"Field sparrow, Spizella pusilla LC"
"Brewer's sparrow, Spizella breweri LC"
"Worthen's sparrow, Spizella wortheni (A) EN"
"Fox sparrow, Passerella iliaca LC"
"American tree sparrow, Spizelloides arborea LC"
"Dark-eyed junco, Junco hyemalis LC"
"Yellow-eyed junco, Junco phaeonotus LC"
"White-crowned sparrow, Zonotrichia leucophrys LC"
"Golden-crowned sparrow, Zonotrichia atricapilla LC"
"Harris's sparrow, Zonotrichia querula NT"
"White-throated sparrow, Zonotrichia albicollis LC"
"Sagebrush sparrow, Artemisiospiza nevadensis LC"
"Bell's sparrow, Artemisiospiza belli LC"
"Vesper sparrow, Pooecetes gramineus LC"
"LeConte's sparrow, Ammospiza leconteii LC"
"Seaside sparrow, Ammospiza maritima (EM) LC"
"Nelson's sparrow, Ammospiza nelsoni LC"
"Saltmarsh sparrow, Ammospiza caudacuta (EM) EN"
"Baird's sparrow, Centronyx bairdii LC"
"Henslow's sparrow, Centronyx henslowii LC"
"Savannah sparrow, Passerculus sandwichensis LC"
"Song sparrow, Melospiza melodia LC"
"Lincoln's sparrow, Melospiza lincolnii LC"
"Swamp sparrow, Melospiza georgiana LC"
"Canyon towhee, Melozone fuscus LC"
"Abert's towhee, Melozone aberti LC"
"California towhee, Melozone crissalis LC"
"Rufous-crowned sparrow, Aimophila ruficeps LC"
"Green-tailed towhee, Pipilo chlorurus LC"
"Spotted towhee, Pipilo maculatus LC"
"Eastern towhee, Pipilo erythrophthalmus LC"
"Puerto Rican tanager, Nesospingus speculiferus (Puerto Rico) (EP) LC"
"Western spindalis, Spindalis zena LC"
"Puerto Rican spindalis, Spindalis portoricensis (Puerto Rico) (EP) LC"
"Yellow-breasted chat, Icteria virens LC"
"Yellow-headed blackbird, Xanthocephalus xanthocephalus LC"
"Bobolink, Dolichonyx oryzivorus LC"
"Chihuahuan meadowlark, Sturnella lilianae"
"Eastern meadowlark, Sturnella magna NT"
"Western meadowlark, Sturnella neglecta LC"
"Puerto Rican oriole, Icterus portonicensis (Puerto Rico) (EP) LC"
"Black-vented oriole, Icterus wagleri (A) LC"
"Orchard oriole, Icterus spurius LC"
"Hooded oriole, Icterus cucullatus LC"
"Venezuelan troupial, Icterus icterus (I) (Puerto Rico, U.S. Virgin Islands) (I) [note 11] LC"
"Streak-backed oriole, Icterus pustulatus (C) LC"
"Bullock's oriole, Icterus bullockii LC"
"Spot-breasted oriole, Icterus pectoralis (I) LC"
"Altamira oriole, Icterus gularis LC"
"Audubon's oriole, Icterus graduacauda LC"
"Baltimore oriole, Icterus galbula LC"
"Black-backed oriole, Icterus abeillei (A) LC"
"Scott's oriole, Icterus parisorum LC"
"Red-winged blackbird, Agelaius phoeniceus LC"
"Tricolored blackbird, Agelaius tricolor EN"
"Tawny-shouldered blackbird, Agelaius humeralis (A) LC"
"Yellow-shouldered blackbird, Agelaius xanthomus (Puerto Rico) (EP) EN"
"Shiny cowbird, Molothrus bonariensis LC"
"Bronzed cowbird, Molothrus aeneus LC"
"Brown-headed cowbird, Molothrus ater LC"
"Rusty blackbird, Euphagus carolinus VU"
"Brewer's blackbird, Euphagus cyanocephalus LC"
"Common grackle, Quiscalus quiscula NT"
"Boat-tailed grackle, Quiscalus major (EM) LC"
"Great-tailed grackle, Quiscalus mexicanus (A) LC"
"Greater Antillean grackle, Quiscalus niger (Puerto Rico, U.S. Virgin Islands) LC"
"Ovenbird, Seiurus aurocapilla LC"
"Worm-eating warbler, Helmitheros vermivorum LC"
"Louisiana waterthrush, Parkesia motacilla LC"
"Northern waterthrush, Parkesia noveboracensis LC"
"Bachman's warbler, Vermivora bachmanii CR"
"Golden-winged warbler, Vermivora chrysoptera NT"
"Blue-winged warbler, Vermivora cyanoptera LC"
"Black-and-white warbler, Mniotilta varia LC"
"Prothonotary warbler, Protonotaria citrea LC"
"Swainson's warbler, Limnothlypis swainsonii LC"
"Crescent-chested warbler, Oreothlypis superciliosa (C) LC"
"Tennessee warbler, Leiothlypis peregrina LC"
"Orange-crowned warbler, Leiothlypis celata LC"
"Colima warbler, Leiothlypis crissalis LC"
"Lucy's warbler, Leiothlypis luciae LC"
"Nashville warbler, Leiothlypis ruficapilla LC"
"Virginia's warbler, Leiothlypis virginiae LC"
"Connecticut warbler, Oporornis agilis LC"
"Gray-crowned yellowthroat, Geothlypis poliocephala (C) LC"
"MacGillivray's warbler, Geothlypis tolmiei LC"
"Mourning warbler, Geothlypis philadelphia LC"
"Kentucky warbler, Geothlypis formosa LC"
"Common yellowthroat, Geothlypis trichas LC"
"Elfin-woods warbler, Setophaga angelae (Puerto Rico) (EP) EN"
"Hooded warbler, Setophaga citrina LC"
"American redstart, Setophaga ruticilla LC"
"Kirtland's warbler, Setophaga kirtlandii NT"
"Cape May warbler, Setophaga tigrina LC"
"Cerulean warbler, Setophaga cerulea NT"
"Northern parula, Setophaga americana LC"
"Tropical parula, Setophaga pitiayumi LC"
"Magnolia warbler, Setophaga magnolia LC"
"Bay-breasted warbler, Setophaga castanea LC"
"Blackburnian warbler, Setophaga fusca LC"
"Yellow warbler, Setophaga aestiva LC"
"Chestnut-sided warbler, Setophaga pensylvanica LC"
"Blackpoll warbler, Setophaga striata NT"
"Black-throated blue warbler, Setophaga caerulescens LC"
"Palm warbler, Setophaga palmarum LC"
"Pine warbler, Setophaga pinus LC"
"Yellow-rumped warbler, Setophaga coronata LC"
"Yellow-throated warbler, Setophaga dominica LC"
"Prairie warbler, Setophaga discolor LC"
"Adelaide's warbler, Setophaga adelaidae (Puerto Rico, U.S. Virgin Islands) (EP) LC"
"Grace's warbler, Setophaga graciae LC"
"Black-throated grey warbler, Setophaga nigrescens LC"
"Townsend's warbler, Setophaga townsendi LC"
"Hermit warbler, Setophaga occidentalis LC"
"Golden-cheeked warbler, Setophaga chrysoparia EN"
"Black-throated green warbler, Setophaga virens LC"
"Fan-tailed warbler, Basileuterus lachrymosus (C) LC"
"Rufous-capped warbler, Basileuterus rufifrons LC"
"Golden-crowned warbler, Basileuterus culicivorus (C) LC"
"Canada warbler, Cardellina canadensis LC"
"Wilson's warbler, Cardellina pusilla LC"
"Red-faced warbler, Cardellina rubrifrons LC"
"Painted redstart, Myioborus pictus LC"
"Slate-throated redstart, Myioborus miniatus (C) LC"
"Hepatic tanager, Piranga flava LC"
"Summer tanager, Piranga rubra LC"
"Scarlet tanager, Piranga olivacea LC"
"Western tanager, Piranga ludoviciana LC"
"Flame-colored tanager, Piranga bidentata LC"
"Crimson-collared grosbeak, Rhodothraupis celaeno (C) LC"
"Northern cardinal, Cardinalis cardinalis LC"
"Pyrrhuloxia, Cardinalis sinuatus LC"
"Yellow grosbeak, Pheucticus chrysopeplus (C) LC"
"Rose-breasted grosbeak, Pheucticus ludovicianus LC"
"Black-headed grosbeak, Pheucticus melanocephalus LC"
"Blue bunting, Cyanocompsa parellina (C) LC"
"Blue grosbeak, Passerina caerulea LC"
"Lazuli bunting, Passerina amoena LC"
"Indigo bunting, Passerina cyanea LC"
"Varied bunting, Passerina versicolor LC"
"Painted bunting, Passerina ciris LC"
"Dickcissel, Spiza americana LC"
"Red-crested cardinal, Paroaria coronata (I) LC"
"Yellow-billed cardinal, Paroaria capitata (I) LC"
"Saffron finch, Sicalis flaveola (I) LC"
"Red-legged honeycreeper, Cyanerpes cyaneus (A) LC"
"Bananaquit, Coereba flaveola (C) LC"
"Yellow-faced grassquit, Tiaris olivaceus (C) LC"
"Puerto Rican bullfinch, Melopyrrha portoricensis (Puerto Rico) (EP) LC"
"Lesser Antillean bullfinch, Loxigilla noctis (U.S. Virgin Islands) LC"
"Black-faced grassquit, Melanospiza bicolor (C) LC"
"Morelet's seedeater, Sporophila morelleti (Not yet assessed by the IUCN)"
